"","user_id","screen_name","category","description","name","followers_count","profile_image_url","country"
"58","267960594","CrisAlvarezRod","deputies","Arquitecta. Peronista. Diputada Nacional. Presidenta ad honorem del @MuseoEvita","Cristina Alvarez Rodríguez","73594","http://pbs.twimg.com/profile_images/1260292659857547264/bukoLO-Z_normal.jpg","ar"
"59","1233275798754295808","Cristobal_ok","others","Empresario argentino.","Cristobal López","16585","http://pbs.twimg.com/profile_images/1233276603523837953/0b32LcOy_normal.jpg","ar"
"60","726934705128374273","DanielLoveraLP","senators","","Daniel Lovera","1425","http://pbs.twimg.com/profile_images/726936486654951426/gkCqoczL_normal.jpg","ar"
"61","885917555017355264","DaniloAFlores","deputies","Diputado Nacional Pcia. La Rioja","Danilo Adrián Flores","2355","http://pbs.twimg.com/profile_images/943899057906442240/Ppu3_ub9_normal.jpg","ar"
"62","1067570620584607745","DeluMelina","deputies","Lic. en Relaciones Internacionales.
Diputada Nacional por el Partido Justicialista de La Pampa.","Melina Delú","535","http://pbs.twimg.com/profile_images/1285690844566167569/qpf6Iqrx_normal.jpg","ar"
"63","703301022156984320","DeportesAR","national executive","Cuenta oficial del deporte de la Argentina.","Deportes Argentina","21872","http://pbs.twimg.com/profile_images/1375079600619982849/ifdG9uyN_normal.jpg","ar"
"64","314982614","DiGiacomoLuis","deputies","Diputado Nacional - Juntos Somos Río Negro. Ex ministro de Gobierno de mi provincia. Psiquiatra. Interbloque Unidad Federal para el Desarrollo.","Luis Di Giacomo","1862","http://pbs.twimg.com/profile_images/1351665837988577282/kha68Dxp_normal.jpg","ar"
"65","597004473","DiegoMMestre","deputies","Diego Matias Mestre. Padre de Hipólito, Luz y Santiago. Diputado Nacional. Delegado al Cte Nacional UCR. Pte de la Comisión de  Defensa del Consumidor HCDN.","DIEGO MESTRE","18880","http://pbs.twimg.com/profile_images/1195423487483162627/bq3zLNqD_normal.jpg","ar"
"66","997495791924195328","DipEstelaH","deputies","Diputada Nacional por Chubut / Frente de Tod☀s - PJ. ✌🏽🇦🇷","Estela Hernández","1960","http://pbs.twimg.com/profile_images/1281431151022931969/yPTdKkx0_normal.jpg","ar"
"67","2730118150","DipRoxanaReyes","deputies","Abogada- Diputada Nacional @UCRSantaCruz","Roxana Reyes","4357","http://pbs.twimg.com/profile_images/1325934255655018496/z7O0Aj6j_normal.jpg","ar"
"68","121000528","DipRoyCortina","province servants","Legislador del Partido Socialista. Vicepresidente 3° de la Legislatura Porteña. Presidente de la Comisión de Cultura de @legiscaba. Docente UBA","Roy Cortina","96348","http://pbs.twimg.com/profile_images/1274384427687297025/SDQn2faf_normal.jpg","ar"
"69","4869743859","Dip_Gutierrez","deputies","🏛Diputado Nacional #CórdobaFederal #InterbloqueFederal
 #HacemosPorCordoba🤝 PERONISTA ✌🏻 #RioCuarto","Carlos Gutierrez","4886","http://pbs.twimg.com/profile_images/1177556364190801920/uPLo3crZ_normal.jpg","ar"
"70","208668981","DomingoAmayaOk","deputies","Diputado Nacional por Tucumán de @juntoscambioar.","Domingo Amaya","11627","http://pbs.twimg.com/profile_images/1153694803625992193/hRfVBfYJ_normal.jpg","ar"
"71","3763467682","DrDanielGollan","province servants","Militante político. Médico Sanitarista. Ex Ministro de Salud de la Nación con Cristina y actual Ministro de Salud de PBA con Axel","Daniel Gollan","52889","http://pbs.twimg.com/profile_images/1196528345476976640/lfn4cE2N_normal.jpg","ar"
"72","700402159687503877","Economia_Ar","national executive","Cuenta oficial del Ministerio de Economía de la República Argentina.","Ministerio de Economía de la Nación","63977","http://pbs.twimg.com/profile_images/1387531697407811584/E4v911pS_normal.jpg","ar"
"73","187566169","EdgardoKueider","senators","Senador de la Nación.","Edgardo Kueider","4728","http://pbs.twimg.com/profile_images/1380511481662431236/Lb-lIF8-_normal.png","ar"
"74","313081285","EduardoCostaSC","senators","Soy Eduardo Costa, Senador Nacional por Santa Cruz. Te invito a seguirme https://t.co/aW8y62aG1b","Eduardo Costa","17286","http://pbs.twimg.com/profile_images/887395024056590337/h1YdBDt5_normal.jpg","ar"
"75","727258832121004033","EducacionAR","national executive","","Ministerio de Educación de la Nación Argentina","75720","http://pbs.twimg.com/profile_images/1387393311791624192/87Z00KRw_normal.jpg","ar"
"76","236458875","EliGAlcorta","national executive","Ministra de las Mujeres, Géneros y Diversidad. Abogada DDHH. Docente (UBA). Feminista.","Eli Gomez Alcorta","61667","http://pbs.twimg.com/profile_images/1380607809499361283/9AEUMRZu_normal.jpg","ar"
"77","768123166921220096","Energia_Ar","national executive","Cuenta oficial de la Secretaría de Energía de la República Argentina","Secretaría de Energía","14142","http://pbs.twimg.com/profile_images/1374919289648652291/1p5x2OiQ_normal.jpg","ar"
"78","214217174","EnriqueeEstevez","deputies","Diputado Nacional por la provincia de Santa Fe. Socialista y Reformista. Secretario General del @PSsantafe ✊🌹","Enrique Estévez","12495","http://pbs.twimg.com/profile_images/1154796423596130305/slOTs2bO_normal.jpg","ar"
"79","950224302","EstelaEDiaz","province servants","Ministra de las Mujeres, Políticas de Género y Diversidad Sexual de la provincia de Buenos Aires. @MinMujeresPBA @BAProvincia","Estela Díaz","17197","http://pbs.twimg.com/profile_images/1354757524747120640/xp_HLlwt_normal.jpg","ar"
"80","712343447865311232","FZamarbide","deputies","Casado con una gran docente ~ Sanrafaelino ~ Politólogo ~ Diputado Nacional ~ Radical","Federico Zamarbide","4564","http://pbs.twimg.com/profile_images/1171127851971743745/attnf6mO_normal.jpg","ar"
"81","327524667","Facundo_Moyano","deputies","Argentino, marplatense y peronista. Hincha de Alvarado de Mar del Plata. Diputado de la Nación. Instagram: facundomoyanook","Facundo Moyano","144803","http://pbs.twimg.com/profile_images/960645932713902081/RiAsPahO_normal.jpg","ar"
"82","3167567897","FdeIzquierda","others","Frente de Izquierda y de los Trabajadores","Frente de Izquierda","23984","http://pbs.twimg.com/profile_images/1138872031984988160/afQKnnnz_normal.png","ar"
"83","879871299904000002","Fede_FagioliOK","deputies","Diputado Nacional @FrenteDeTodos
Referente del @ftepatriagrande
Militante de @mpnuestramerica 
UTEP
#AlmiranteBrown","Federico Fagioli","7061","http://pbs.twimg.com/profile_images/1224314144318545920/hNVVjd07_normal.jpg","ar"
"84","288342621","FelipeMiguelBA","province servants","Jefe de Gabinete de la mejor ciudad del mundo. PRO. CABA. Dato, no relato.","Felipe Miguel","28575","http://pbs.twimg.com/profile_images/1268887605065678850/tRUBZBEZ_normal.jpg","ar"
"85","43814969","FerIglesias","deputies","Actual encarnación: diputado nacional, WFM president, director de la campaña por la COPLA. El nacionalismo populista es la globally-coming tragedia.","Fernando A. Iglesias","356279","http://pbs.twimg.com/profile_images/1299864951063019521/bjlvTUMN_normal.jpg","ar"
"86","1197039757","FerRaverta","national executive","Directora Ejecutiva @ansesgob - sólo el amor convierte en milagro el barro 🇦🇷","Fernanda Raverta","86061","http://pbs.twimg.com/profile_images/1380902532621467652/AzdQYYB5_normal.jpg","ar"
"87","1239520164699398145","FernanQuirosBA","province servants","Ministro de Salud de la Ciudad de Buenos Aires. Médico, UBA. Mg. en Gobierno y Dirección de Sistemas de Salud, UOC.","Fernán Quirós","55160","http://pbs.twimg.com/profile_images/1268860259570978817/b8oJjx5F_normal.jpg","ar"
"88","182925466","FilmusDaniel","deputies","Secretario de Malvinas, Antártida y Atlántico Sur de la @CancilleriaARG. Ex ministro de Educación. Sociólogo. Profesor de la UBA. Hincha de @SanLorenzo.","Daniel Filmus","364712","http://pbs.twimg.com/profile_images/1005855155894521858/Wo_RaZPp_normal.jpg","ar"
"89","148612768","FlorLampreabe","deputies","Militante de La Cámpora. Lic. en Ciencia Política. Diputada Nacional por la Pcia. de Buenos Aires. Frente de Tod☀️s","Florencia Lampreabe","4799","http://pbs.twimg.com/profile_images/1242808044154695681/veLB6klW_normal.jpg","ar"
"90","1279939777631051776","FranGuevaraOk","deputies","Político - Diputado de la Nación - Presidente del Congreso JP San Juan ✌","FranciscoGuevaraOk","805","http://pbs.twimg.com/profile_images/1279941767547232258/o8AxTyBx_normal.jpg","ar"
"91","1132308934948282368","FrenteDeTodos","others","#ArgentinaUnida 🇦🇷","TOD☀️S","111583","http://pbs.twimg.com/profile_images/1138931067346411520/0dvyWlnK_normal.jpg","ar"
"92","2192397067","FrenteRenovador","others","#ArgentinaUnida❤️🇦🇷 Cuenta oficial del Frente Renovador.","Frente Renovador","17628","http://pbs.twimg.com/profile_images/1389251635579441153/h3vi6fJ3_normal.jpg","ar"
"93","163551613","FtePatriaGrande","others","Un conjunto de militantes de recorridos distintos, decidimos fundar este espacio para aportar a derrotar al neoliberalismo. Integramos el @frentedetodos","Frente Patria Grande","26524","http://pbs.twimg.com/profile_images/1110551813181370375/e-6708HE_normal.jpg","ar"
"94","301464513","Fte_Izquierda","others","#FITunidad 💚 Alianza entre @PTSarg, @PartidoObrero e @IzqSocialista.","Frente de Izquierda","80148","http://pbs.twimg.com/profile_images/1138839913984663552/N4Tie69o_normal.jpg","ar"
"95","750000545755238400","FtheaOficial","province servants","Secretario General de Gobierno de la Provincia de Buenos Aires.  
Abogado. Paceño. Profesor","Federico Thea","7689","http://pbs.twimg.com/profile_images/1239373494011539456/O3I3fdHb_normal.jpg","ar"
"96","933770253921857536","FundacionAlem","others","Somos la fundación oficial de la UCR. Nos dedicamos al análisis de los problemas públicos argentinos y la formación política de los miembros del partido.","Fundación Alem","7751","http://pbs.twimg.com/profile_images/1256214048263278602/WJCQk1wG_normal.jpg","ar"
"97","208612518","GZamoraSDE","province servants","","Gerardo Zamora","13493","http://pbs.twimg.com/profile_images/1295326153033560071/t84CE49W_normal.jpg","ar"
"98","2830998061","GallegoPM","deputies","🇦🇷 Diputado Nacional por el @FrenteDeTodos y Secretario General del @Peronismo_PM ~ ✌🏽100% LEALTAD A @CFKArgentina","Héctor Fernández","3638","http://pbs.twimg.com/profile_images/800897459471974400/y6GDXad5_normal.jpg","ar"
"99","200859218","GennusoG","province servants","Intendente de San Carlos de Bariloche @MunicBariloche. Trabajo para que vivamos mejor en nuestra ciudad. Ingeniero Nuclear. Emprendedor Social. Hincha de Boca","Gustavo Gennuso","3629","http://pbs.twimg.com/profile_images/1312051853392261125/wpmUv9u4_normal.jpg","ar"
"100","339334958","GerardoMorales","province servants","Gobernador de Jujuy. ""La consigna de nuestra Provincia es: Unidos, Responsables y Solidarios""","Gerardo Morales","87843","http://pbs.twimg.com/profile_images/1073728262130552837/vfllVsO2_normal.jpg","ar"
"101","117922441","GiScaglia","deputies","🙋Diputada Nacional #SantaFe #PRO. Vicepresidenta PRO Santa Fe. Creo y confío. Se aprende escuchando. Se logra en equipo. ➡️https://t.co/pKKTEARFHO","Gisela Scaglia","9133","http://pbs.twimg.com/profile_images/1296081445996421120/le3Xu1XT_normal.jpg","ar"
"102","885463077684203520","GladysMedinaOK","deputies","Educadora que de su vocación hizo su profesión. Madre de 3 soles. Diputada por la provincia de Tucumán. Y siempre Peronista.","Gladys Medina","1866","http://pbs.twimg.com/profile_images/1294661028060565510/Ku0NkI9d_normal.jpg","ar"
"103","1154800460911579136","Gra_Landriscini","deputies","Soy economista y diputada nacional por la provincia de Río Negro -Frente de Tod☀️s. Docente- investigadora UNCo/CONICET.","Susana Graciela Landriscini","748","http://pbs.twimg.com/profile_images/1257317652105580546/mWxh3Yuq_normal.jpg","ar"
"104","213156391","GracielaCamano","deputies","Diputada Nacional , miembro del Consejo de la Magistratura Argentina 🇦🇷","Graciela Camaño","23196","http://pbs.twimg.com/profile_images/1357359391134121985/EBvNk4T0_normal.jpg","ar"
"105","141286250","GugaLusto","senators","Senador Nacional bloque #UCR coalición #JuntosPorElCambio. Casado con una gran mujer. Papá de Gaspar.","Martín Lousteau","1155025","http://pbs.twimg.com/profile_images/1150544919670472704/2Dzh2ReR_normal.jpg","ar"
"106","913089361599754240","GuilloCarnaghi","deputies","Diputado Nacional por Neuquén. Frente de Tod☀️s - Partido Justicialista.","Guillermo Carnaghi","697","http://pbs.twimg.com/profile_images/1310248379964895234/OSu5qdLZ_normal.jpg","ar"
"107","48568308","Guillodietrich","others","Economista con vocación por lo público. Ministro de Transporte (2015-2019). Casado, dos hijos. Trabajando por una Argentina unida y desarrollada.","Guillo Dietrich","509891","http://pbs.twimg.com/profile_images/872546216709697536/zd9-UrCq_normal.jpg","ar"
"108","935088068","GustavoSaenzOK","province servants","Gobernador de la Provincia de Salta. Peronista. Abogado.","Gustavo Sáenz","43284","http://pbs.twimg.com/profile_images/1222147848898215938/NZMFhjqF_normal.jpg","ar"
"109","1268302274801131520","GustavoSantosOk","others","Presidente de la Fundación Pensar Córdoba. Ministro de Turismo de la República Argentina (2015-2019). Co-autor del libro “El Después: Turismo y Humanidad”.","Gustavo Santos","2228","http://pbs.twimg.com/profile_images/1273744091067625477/GAZW74Bv_normal.jpg","ar"
